Name,Gold_Medals,Silver_Medals,Bronze_Medals
"Josef ""Sepp"" Steger",0,0,0
Julie Steggall,0,0,0
Zali Steggall,0,0,1
Zeke Steggall,0,0,0
Mladen Stegi,0,0,0
Beat Stegmeier,0,0,0
Henrik Stehlik,0,0,1
Jan Stehlk,0,0,0
Petr Stehlk,0,0,0
Thomas Stehr,0,0,0
Jules Steichen,0,0,0
Marc-Konstantin Steifensand,0,0,0
Csaba Steig,0,0,0
"Monika ""Mona"" Steigauf",0,0,0
Bohumil Steigenhfer,0,0,0
Christian Steiger,0,0,0
Daniel Steiger,0,0,0
Felix Steiger,0,0,0
Helmut Steiger,0,0,0
Judith Steiger,0,0,0
Preston MacPherson Steiger,0,0,0
Rodrigo Steimbach Silva,0,0,0
Boris Steimetz,0,1,0
Adolf Friedrich Stein,0,0,0
Anna Stein,0,0,0
Charles Stein,0,0,0
Freimut Friedrich Burkart Stein,0,0,0
Haakon Heinrich Stein,0,0,0
Harald Stein,0,0,0
Konrad Stein,0,0,0
Kurt R. Stein,0,0,0
Margit Stein (-Hller),0,0,0
Squel Sauane Stein,0,0,0
Atli Steinarsson,0,0,0
Marco Steinauer,0,0,0
Andreas Steinbach,0,0,0
Angela Steinbach,0,0,1
Karl Steinbach,0,0,0
Klaus Steinbach,0,1,1
Laura Steinbach,0,0,0
Manfred Steinbach,0,0,0
Sabine Steinbach (-Klemm),0,0,1
Wolfgang Steinbach,0,1,0
Silvia Steinbauer,0,0,0
Walter Steinbauer,0,0,1
"Janette May ""Jenny"" Steinbeck (-Murray)",0,1,0
Herbert Steinbeier,0,0,0
Erna Steinberg (-Boeck),0,0,0
Roman Steinberg,0,0,1
Heinz Steinberger,0,0,0
Eberhard Steinbck,0,0,0
Helmar Steindl,0,0,0
Ilse Steinegger,0,0,0
Jrdis Steinegger,0,0,0
Martin Steinegger,0,0,0
Walter Steinegger,0,0,0
Erling istein Steineide,0,0,0
Urs Steinemann,0,0,0
Alfred Steiner,0,0,0
Andreas Steiner,0,0,0
Anton Steiner,0,0,1
Arthur Steiner,0,0,0
Christian Steiner,0,0,0
Ferenc Steiner (Homoky),0,0,0
Fritz Steiner,0,0,0
Giuseppe Steiner,0,0,0
"Heidemarie ""Heidi"" Steiner (-Walther)",0,0,0
Josef Steiner,0,0,0
Karel Steiner,0,0,0
Karl Steiner,0,0,0
Lilly Steiner (Hofmann-),0,0,0
Manfred Steiner,0,0,0
Pavol Steiner,0,0,0
Roswitha Steiner (-Stadlober),0,0,0
Rudolf Steiner,0,0,0
Shelley Steiner,0,0,0
Tito Steiner,0,0,0
Walter Steiner,0,1,0
April Steiner-Bennett,0,0,0
Jerome Steinert,0,0,1
"Peter Berthold ""Bert"" Steines",0,0,0
Gnther Steines,0,0,1
"Hans Christopher ""Chris"" Steinfeld",0,1,0
"Reinhold ""Otto"" Steingrber",0,0,0
Uwe Steingro,0,0,0
Giulia Steingruber,0,0,1
"Johannes ""Hans"" Steinhardt",0,0,0
Ernst Steinhauer,0,0,0
Jan Rudolf Steinhauser,0,0,0
Marlene Steinherr,0,0,0
Ingo Steinhfel,0,1,0
Karl Steinhuber,0,1,0
Ernst Steinig,0,0,0
Michel Olivier Steininger,0,0,0
Alfred Wilhelm Steinke,0,0,0
Mark Steinle,0,0,0
Riccardo Steinleitner,0,0,0
Dieter-Jrgen Steinmann,0,0,0
Peter Steinmann,0,0,0
Josef Steinmayer,0,0,0
"Theodor Johannes ""Teddy"" Steinmayr",0,0,0
Wolfgang Steinmayr,0,0,0
Albert Steinmetz,0,0,0
"William Imbs ""Bill"" Steinmetz",0,0,0
Jnos Steinmetz,0,0,1
Klement Steinmetz,0,1,0
Werner Steinmetz,0,0,0
Heinz Steinschulte,0,0,0
Axel Harald Steinthal,0,0,0
Ferdinand Steinvorth Neverman,0,0,0
Fausto Jos Steinwandter,0,0,0
Peter Steinwender,0,0,0
M. Steitz,0,0,0
Frantiek Stejskal,0,0,0
Josef Stejskal,0,0,0
Lennart Bastiaan Stekelenburg,0,0,0
Scott Nelson Steketee,0,0,0
Nenad Steki,0,0,0
"Phillip William ""Otto"" Stekl",0,1,0
Yelizaveta Stekolnikova,0,0,0
Nikolajs telbaums,0,0,0
Dagmar Stelberg,0,0,0
Hans Ludwig Stelges,0,0,0
"Nikolaos ""Nikos"" Steliou",0,0,0
H. Stell,0,0,0
Aldo Stella,0,0,0
"Gianfranco ""Franco"" Stella",0,0,0
Miguel Stella Prez,0,0,0
Grzegorz Jzef Stellak,0,0,1
Xenofon Stellas,0,1,0
Adone Stellin,0,0,0
Vittorio Stellin Castellani,0,0,0
Hilary Stellingwerff (Edmondson-),0,0,0
"Basilios ""Bill"" Stellios",0,0,0
Ype Juurd Stelma,0,0,0
Andrzej Stelmach,0,0,0
Krzysztof Stelmach,0,0,0
Manfred Stelzl,0,0,0
Dinel Stemate,0,0,0
Michael W. Stember,0,0,0
Horst Stemke,0,0,0
Kristin Mrer Stemland,0,0,0
Brian Stemmle,0,0,0
Karen Jean Stemmle (-Brandon),0,0,0
"Gertraud Emilie Julie Stemmler (Musculus-, -Koref)",0,0,0
Karl Stemolak,0,0,0
Sanna Tutteli Stn,0,1,0
Gunnar Ludvig Stenbck,0,0,0
Ragnar A. Stenbck,0,0,0
Jonathan Stenbcken,0,0,0
Lars Christer Stenberg,0,0,0
Kurt Enoch Stenberg,0,0,1
Ragnar Olof Jakob Stenberg,0,0,0
Knut Stenborg,0,0,0
Hege Benedicte Stendahl (-Ekren),0,0,0
Otto Karl Paul Stendel,0,0,0
Margarethe Margret Stender (-Herzog),0,0,0
"Nicolai ""Nic"" Stene",0,0,0
Ole Stenen,0,1,0
Bjrn Martin Stenersen,0,0,0
Karsten Stenersen,0,0,0
Martin Stenersen,0,0,0
Rolf Christian Eckersberg Stenersen,0,0,0
Harald Stenerud,0,0,0
"Jacob Johannes ""Jaap"" Stenger",0,0,0
Richard Francis T. Stenhouse,0,0,0
Boris Andrianovich Stenin,0,0,1
Valentina Sergeyevna Stenina (Miloslavova-),0,2,0
Gary Michael Stenlund,0,0,0
Philip Stenmalm,0,0,0
Birger Erland Stenman,0,0,0
John Richard Stenner,0,0,0
ke Valter Stenqvist,0,0,0
Sverre Malvin Stensheim,0,0,0
Kay Arne Stenshjemmet,0,2,0
Linnea Stensils,0,0,0
Ingvild Stensland,0,0,0
Henrik Olof Stenson,0,1,0
Ernest George Stenson-Cooke,0,0,0
Einar Jrgensen Stensrud,0,0,0
Henning Stensrud,0,0,0
"Hedwig ""Hedy"" Stenuf (-Perry-Smith, -Byram)",0,0,0
Harald Stenvaag,0,1,1
Martin Stenzel,0,0,0
Rdiger Stenzel,0,0,0
Derek Kenneth Stepan,0,0,0
"Marie Louise ""Marilee"" Stepan (-Wehmann)",0,0,1
Andrey Vladimirovich Stepanchuk,0,0,0
Luka Stepani,0,0,0
Ondej tpnek,0,1,1
Radek tpnek,0,0,1
Anatoly Stepanenko,0,0,0
Oleg Stepanenko,0,0,0
Oleksandr Stepanian,0,0,0
"Daryna Viktorivna ""Dar'ia"" Stepaniuk",0,0,0
Boris Andreyevich Stepanov,0,0,0
Milan Stepanov,0,0,0
Oleg Sergeyevich Stepanov,0,0,1
Galina Stepanova,0,0,0
Inna Yakovlevna Stepanova,0,1,0
Kira Valeryevna Stepanova,0,0,0
Mariya Aleksandrovna Stepanova,0,0,2
Yuliya Mikhaylovna Stepanova (-Shamshurina),0,0,0
Vaslijs Stepanovs,0,1,0
Christoph Stephan,0,0,0
Daniel Stephan,0,1,0
Joseph Stphan,0,0,0
Lucy Stephan,0,0,0
R. Stphan,0,0,0
Rainer Ernst Stephan,0,0,0
"Ralph William Stephan, Jr.",0,0,0
Wilfried Stephan,0,0,0
Lydia Rose Stephans (-Murphy),0,0,0
Egon Stephansen,0,0,0
Henrik Victor Stephansen,0,0,0
Ian Robert George Stephen,0,0,0
"Elizabeth ""Liz"" Stephen",0,0,0
Marcus Stephen,0,0,0
John Stephen Akhwari,0,0,0
"David Eldon ""Dave"" Stephens",0,0,0
"David John ""Dave"" Stephens",0,0,0
John M. Stephens,0,1,0
Kelly Stephens (-Tysland),0,0,1
Lois B. Stephens,0,0,0
Luis Stephens Margolis,0,0,0
Lydia Kittao Stephens (-Okech),0,0,0
Matthew Stephens,0,0,0
Neil Anthony Stephens,0,0,0
Richard Warren Stephens,0,0,0
Richelle Stephens,0,0,0
Sloane Stephens,0,0,0
Thomas Stephens,0,0,0
Alecia L. Stephenson,0,0,0
Christian Paul Stephenson,0,0,0
"Kenneth ""Kenny"" Stephenson",0,0,0
Wayne Frederick Stephenson,0,0,1
Andrzej Stpie,0,0,0
Marek Piotr Stpie,0,0,0
Piotr Stpie,0,1,0
Milan Stepinik,0,0,0
Oleq Stepko,0,0,0
Ayeln Lara Stepnik Puche,0,1,1
Ute Steppin (Oldenburg-),0,0,0
Daniil Steptenko,0,0,0
Nikolai Stepulov,0,1,0
"Wilhelm ""Willi"" Steputat",0,0,0
Anna Maria Stera-Kustucz,0,0,0
Jan trba,0,0,2
Arpad terbik Capar,0,0,0
Amlia Sterbinszky,0,0,1
Leo Sterckx,0,1,0
Pavel tercl,0,0,0
Petr tercl,0,0,0
Constantin Sterea,0,0,1
Josef Sterff,0,0,0
Antonia Stergiou,0,0,0
Nikolaos Stergiou,0,1,0
Soare Sterian,0,0,1
Mieke Sterk (-van Wissen),0,0,0
Rafael Sterk,0,0,0
Volodymyr Ivanovych Sterlik,0,0,1
Adam James Stern,0,0,0
Charles Jean Stern,0,0,0
Friederike Stern,0,0,0
Jonathan Stern,0,0,0
Marcel Grard Stern,0,1,0
Peter Sternad,0,0,0
Anders Fredrik Sterner,0,0,0
Carl Magnus Sterner,0,0,0
Ulf Ivar Erik Sterner,0,1,0
"Johann ""Hans"" Sterr",0,0,0
Jack Sterrett,0,0,0
Uwe Sterzik,0,0,0
Franz Sterzl,0,0,0
Aida Steshenko,0,0,0
Wayne Douglas Stetina,0,0,0
Tetiana Ivanivna Stetsenko (-Buniak),0,1,0
Olena Stetskiv,0,0,0
Yuriy Stetsko,0,0,0
Suzanne Stettinius,0,0,0
Heinz Stettler,0,0,1
"William ""Billy"" Steuart",0,0,0
Anni Steuer (-Ludewig),0,1,0
Christin Steuer,0,0,0
Ingo Steuer,0,0,1
Curt Steuernagel,0,0,0
Markus Steuerwald,0,0,0
Roland Steuk,0,0,0
Ren Steurbaut,0,0,0
Elfriede Steurer (-Reichert),0,0,0
Florence Steurer (-Penz),0,0,1
Erna Steuri,0,0,0
Fritz Steuri,0,0,0
"Thophilus Gerardus ""Gerard"" Steurs",0,0,0
Ivan Stevanovi,0,0,0
Jovana Stevanovi,0,1,0
Birte Steven,0,0,0
Brett Andrew Steven,0,0,0
Joseph Henri Louis Stevenart,0,0,0
Fulvia Stevenin,0,0,0
Alan Stevens,0,0,0
Arlene Stevens,0,0,0
Catherine Stevens,0,0,0
Charles Stevens,0,0,0
"Christopher W. ""Chris"" Stevens",0,0,0
Craig Julian Stevens,0,1,0
Deajah Stevens,0,0,0
"Donald ""Don"" Stevens",0,0,0
Evelyn Lee Stevens (-Baker),0,0,0
Gavin Ray Stevens,0,0,0
"Geoffrey Laurence ""Geoff"" Stevens",0,0,0
"Jeffrey Allen ""Jeff"" Stevens",0,0,1
Jeffrey Stanley Stevens,0,0,0
Juan Carlos Stevens Caminero,0,0,0
Kevin Michael Stevens,0,0,0
Lontine Stevens,0,0,0
Lester Barber Stevens,0,0,0
Mark Stevens,0,0,0
Monica Stevens,0,0,0
"Norman ""Norm"" Stevens",0,0,0
Patrick Stevens,0,0,0
Francis Paul Stevens,0,1,0
Raymond Stevens,0,1,0
"Ronaldus Cornelis ""Ron"" Stevens",0,0,0
Ronald Scott Stevens,0,0,0
Travis Stevens,0,1,0
Andrew Hedley Stevenson,0,0,0
"William Robert ""Bill"" Stevenson",0,0,0
Clayton Robert Stevenson,0,0,0
Dale Stevenson,0,0,0
"David Deas ""Dave"" Stevenson",0,0,0
David M. Stevenson,0,0,0
Gordon Stevenson,0,0,0
"Gregory Todd ""Greg"" Stevenson",0,0,0
Christopher Hugh Stevenson,0,0,0
James Stevenson,0,0,0
Jeremy Stevenson,0,0,0
Norman Lang Stevenson,0,0,1
Paul John Stevenson,0,0,0
Robert Sean Stevenson,0,0,0
"Samuel ""Sam"" Stevenson",0,0,0
Sarah Diana Stevenson,0,0,1
Shakur Stevenson,0,1,0
Toby Lynn Stevenson,0,1,0
Zoe Stevenson,0,0,0
Astrid Mara Steverlynck Schweizer,0,0,0
Francisca Steverlynck Schweizer,0,0,0
Ivan Stevi,0,0,0
Janka tevkov,0,0,0
Andrew Steward,0,0,0
Gregory Allen Steward,0,0,0
Natalie Alwyne Steward,0,1,1
Scott Steward,0,0,0
Trevor Stewardson,0,0,0
Alan Stewart,0,0,0
"Alexander ""Alex"" Stewart",0,0,0
"Andrew David ""Andy"" Stewart",0,0,0
Azania Jocelyn D. Stewart,0,0,0
"William Donald ""Bill"" Stewart",0,0,0
Charles Edward Stewart,0,0,3
Chelsea Blaine Stewart,0,0,1
"Sarah Gillow Marshall ""Cissie"" Stewart (-Hunt)",0,1,0
"Colin Campbell Stewart, IV",0,0,0
Courtenay Stewart,0,0,0
Danielle Stewart,0,0,1
Dennis C. Stewart,0,0,1
Erika Stewart Layne,0,0,0
Errol Stewart,0,0,0
Evan Stewart,0,0,0
Gavin Blakely Stewart,0,0,0
"Geoffrey Peter ""Geoff"" Stewart",0,0,2
Grace Stewart,0,0,0
Helen Stewart (-Hunt),0,0,0
Ian Stewart,0,0,1
James Alexander Stewart,0,0,2
James Daniel Stewart,0,0,0
Jason Ron Stewart,0,0,0
Jean Stewart (-Hurring),0,0,1
"James ""Jimmy"" Stewart",0,1,0
"William George Alexander ""Jock"" Stewart",0,1,0
"Judith Leona ""Judy"" Stewart",0,0,0
Kerron Stewart,0,2,1
"Joseph Laughlin ""Lachie"" Stewart",0,0,0
"Leonard ""Len"" Stewart",0,0,0
Lennox Stewart,0,0,0
Mary Stewart (-Cotton),0,0,0
Mary Beth Pauline Stewart (-McIlwaine),0,0,0
Maureen Stewart Lee,0,0,0
Miles Stephen Stewart,0,0,0
Orlando Maurits Stewart,0,0,0
"Simon ""Ossie"" Stewart",0,0,1
Paget Stewart,0,0,0
Paulo Stewart,0,0,0
"Randolph Wayne ""Randy"" Stewart",0,0,0
"Raymond Douglas ""Ray"" Stewart",0,1,0
Robert Leslie Stewart,0,0,0
Robinson David Stewart,0,0,0
Rosemarie Stewart (-Dench),0,0,0
Ruth-Marie Stewart (-Rademacher),0,0,0
"Samuel ""Sammy"" Stewart",0,0,0
Samuel Gibson Stewart,0,0,0
"Samuel Thompson Stewart, Jr.",0,0,0
"Stephen John ""Steve"" Stewart",0,0,1
"Susan Laurrine ""Sue"" Stewart",0,0,0
Susan Stewart (Joeck-),0,0,0
Thomas Stewart,0,0,0
William Allen Stewart,0,0,0
Zoila Rosa Stewart Lee,0,0,0
Rolf Wilhelm Stewen,0,0,0
Leonard Steyaert,0,0,1
Sarah Steyaert,0,0,0
"Adrianus Johannes ""Aad"" Steylen",0,0,0
Christiaan Lodewijk Steyn,0,0,0
Luke Henri Steyn,0,0,0
Stella Josephine Steyn (-Ross),0,0,0
"Johannes Christoffel ""Stoffel"" Steyn",0,0,0
Trevor Raymond Steyn,0,0,0
Matthew Jacobus Steytler,0,0,0
Svein-Erik Stiansen,0,0,0
Tom Stiansen,0,0,0
Tetiana Stiazhkina,0,0,0
"Eduard Peter Nicolaas ""Eddy"" Stibbe",0,0,0
Willem Noble Stibolt,0,0,0
Eduard Stibor,0,0,0
Karel Stibor,0,1,0
Vladimr Stibok,0,0,0
Matthias Stich,0,0,0
"Josefine ""Fini"" Sticker",0,0,1
Simon-Raphael Stickl,0,0,0
"Terri Lee Stickles (-Meja, -Strunck)",0,0,1
"William Arthur ""Art"" Stickney",0,1,0
"Stuart Grosvenor ""Stu"" Stickney",0,1,0
Mercedes Stieber,0,0,0
Sarolta Stieber,0,0,0
"Alexander Nicholas Ernst ""Alex"" Stieda",0,0,0
Anja Stiefel,0,0,1
Jrgen Stiefel,0,0,0
Hermann Stiegholzer,0,0,1
Resi Frances Stiegler,0,0,0
Sandro Stielicke,0,0,0
Martine Denise Stiemer,0,0,0
"Maximillian ""Max"" Stiepl",0,0,1
Gustaf Erik Stiernspetz,0,0,0
Marcantonio Stiffi,0,0,0
Edit Stift,0,0,0
Jostein Stige,0,0,0
Rolf Mrck Stigersand,0,0,0
Streko tigli,0,0,0
Frantiek tika,0,0,0
Johannes Stikkelman,0,0,0
Didier Stil,0,0,0
Bjrn Henry Stiler,0,0,0
"Cyril Alec ""Bob"" Stiles",0,1,0
"Robert Gordon ""Bob"" Stiles",0,0,0
"Anthony ""Tony"" Stiles",0,0,0
Kevin Raymond Still,0,0,1
Antje Stille,0,0,0
Kurt Robert Stille,0,0,0
"Alfred William ""Al"" Stiller",0,0,0
Jnos Stiller,0,0,0
Viggo Stilling-Andersen,0,0,0
John Stuart Stillings,0,1,0
Dominik tillip,0,0,0
Vladimir timac,0,1,0
Paul Stinckens,0,0,0
Hermine Marie Stindt,0,1,0
Vasile Stng,0,0,2
"Cynthia Esther ""Cindy"" Stinger",0,0,0
Jrg Stingl,0,0,0
tefan Stngu,0,0,0
"Mathias Gustav Gotthold Leo ""Matis"" Stinnes",0,0,0
Bohumil Stinn,0,0,0
"Robert Stinson, Jr.",0,0,0
Nikola Stipanicev,0,0,0
Andrijana Stipanii Mrvelj,0,0,0
Toni Stipanovi,0,1,0
Ilse Stipanovsky,0,0,0
Ferdinand Stipberger,0,0,0
Rok Stipevi,0,0,0
Marijan Stipeti,0,0,0
John Stiray,0,0,0
Glenda Joy Stirling (-Biddle),0,0,0
Rosemary Olivia Stirling (-Wright),0,0,0
Roger Stirn,0,0,0
Anthony Alexander Stirrat,0,0,0
Rudolf Stiskalik,0,0,0
Richard A. Stithem,0,0,0
Sam Stitt,0,0,0
Kevin Stittle,0,0,0
Kristofer Leo Stivenson,0,0,0
Martin Stixrud,0,0,1
Barbara Stizzoli,0,0,0
Velimir Stjepanovi,0,0,0
Kenth Peter Stjernberg,0,0,0
Rasmus Stjerne,0,0,0
Carl-Adam Nolcken Stjernswrd,0,0,0
Horst Stobbe,0,0,0
John Franco Stocchi,0,0,0
Vittore Stocchi,0,0,0
Franz Stocher,0,0,0
Andrea Stock,0,0,0
Gudrun Stock,0,0,0
Jean-Pierre Stock,0,1,0
Jutta Bettina Stck (-Hertel),0,0,0
Keith Frank Stock,0,0,0
Sebastian Stock,0,0,0
Hannah Stockbauer,0,0,1
Emmanuel Stockbroekx,0,1,0
"Geoffrey Robert ""Geoff"" Stockdale",0,0,0
"Timothy M. ""Tim"" Stockdale",0,0,0
Maike Stckel,0,0,0
Adolf Stocker,0,0,0
Hermann Stcker,0,0,1
Horst Stocker,0,0,0
"Alfred Elmont ""Monte"" Stocker, Jr.",0,0,0
Peter Stocker,0,0,0
Roland Stocker,0,0,0
Adolf Stockhausen,0,1,0
Joseph Stockhausen,0,0,0
Tomasz Stocki,0,0,0
Martin Stockinger,0,0,0
Barbara Stckl (-Wielandner),0,0,0
Ingrid Stckl,0,0,0
Werner Stckl,0,1,1
Ena Phyllis Stockley (-Taylor),0,0,0
Fritz Karl Stckli,0,1,0
Ralph Stckli,0,0,1
Georges Stockly,0,0,0
"Phillip Matthew ""Phil"" Stockman",0,1,0
"Jacob Petrus ""Jaap"" Stockmann",0,1,0
Brett Peter Stocks,0,0,0
Donald Parker Stockton,0,1,0
Blair Goldesbrough Stockwell,0,0,0
"Marcus William ""Mark"" Stockwell",0,2,1
Troy Stockwell,0,0,0
Tionette Stoddard,0,0,0
Ashley Stoddart,0,0,0
Robert Stoddart,0,0,0
Shevon Kaiwana Stoddart,0,0,0
Hayden Ernest Stoeckel,0,1,2
Stphane Camille Andr Stoecklin,0,0,1
Paul Stoeken,0,0,0
Henri Stoelen,0,0,1
Drago Constantin Stoenescu,0,0,0
Nicolae Stoenescu,0,0,0
Boris Stoev,0,0,0
Martin Stoyanov Stoev,0,0,0
Valcho Stoev Khristov,0,0,0
Valentin Stoev,0,0,0
Gabriela Stoeva,0,0,0
Krastana Stoeva,0,0,0
Stefani Stoeva,0,0,0
Vasilka Rafailova Stoeva (Malusheva-),0,0,1
Christian Stofer,0,0,0
Florian Stofer,0,0,0
Alexander Stoffel,0,0,0
Alice Stoffel,0,0,0
"Karl ""Charley"" Stoffel",0,0,0
"Joseph ""Josy"" Stoffel",0,0,0
Yvonne Stoffel-Wagener,0,0,0
Carolus Marie Alexander Constantinus Stoffels,0,0,0
Joeri Stoffels,0,0,0
Vladimir Stepanovich Stogov,0,1,0
Jzef Bronisaw Stogowski,0,0,0
Christian Stohr,0,0,0
Georg Heinrich Sthr,0,0,0
Henry Sthr,0,1,0
Wolfgang Sthr,0,0,0
Daniel Stoian,0,0,0
Monica Stoian,0,0,0
"Nicolae ""Nicu"" Stoian",0,0,1
Hans Helmut Stoiber,0,0,1
Alina Ramona Stoica,0,0,0
Stnel Stoica,0,0,0
Aurelia Stoica-Brdeanu,0,0,0
Olya Stoichkova,0,0,0
Gheorghe Stoiciu,0,0,0
Mihai Stoiculescu,0,0,0
Dimitar Velinov Stoilov,0,0,0
Georgi Stoimenov,0,0,0
Petar Stoimenov,0,0,0
Todor Stoimenov,0,0,0
Ivan Stoitsov,0,0,0
"Predrag ""Peja"" Stojakovi",0,0,0
"Vano ""Vane"" Stojanov",0,0,0
Branislav Stojanovi,0,0,0
Desanka Stojanovi,0,0,0
Goran Stojanovi,0,0,0
Miroslav Stojanovi,0,0,0
Stevan Stojanovi,0,0,0
Vesna Stojanovska,0,0,0
Aleksandar Stojanovski,0,0,0
Josef tojdl,0,0,0
Nikola Stoji,0,0,0
Goran Stojiljkovi,0,0,0
Elvis Stojko,0,2,0
Dragan Stojkovi,0,0,1
Vladimir Stojkovi,0,0,0
Zdravko Stojni,0,0,0
Pawe Stanisaw Stok,0,0,0
"Donald ""Don"" Stoker",0,0,0
Arthur Joseph Stokes,0,1,0
"Nelson Christian ""Chris"" Stokes",0,0,0
David Stokes Brawn,0,0,0
Dudley Clifford Stokes,0,0,0
Herman Ray Stokes,0,0,0
Jeremas Stokes Brown,0,0,0
Stuart Bradley Stokes,0,0,0
Johanna Petronella Lambertina Stokhuyzen-de Jong,0,0,0
Ivar Gunnar Stokke,0,0,0
Espen Stokkeland,0,0,1
Martin Stokken,0,1,0
Patricia Stokkers,0,0,0
Lutz Stoklasa,0,0,0
Jan Stoklska,0,0,0
Trygve Stokstad,0,0,0
"Rudolf ""Ruud"" Stokvis",0,0,1
Vclav Stola,0,0,0
Marcin Tomasz Stolarski,0,0,0
Zdzisaw Andrzej Stolarski,0,0,0
Serghei Stolearenco,0,0,0
Kerstin Stolfig (-Gerhardt),0,0,0
Sonja Stoli,0,0,0
Kyle Stolk,0,0,0
Ernst Stoll,0,0,0
Hans Stoll,0,0,0
Christiane Stoll-Wartenberg,0,1,0
Manfred Stolle,0,0,0
Michael Stolle,0,0,0
Cindy Stollenberg,0,0,0
Georg Stollenwerk,0,0,0
Andrea Stolletz,0,0,0
John Michael Stollmeyer,0,0,0
Vladimir Grigoryevich Stolnikov,0,0,0
Olof Ossian Hugo Stolpe,0,0,0
Anni Stolte (-Derks),0,0,0
Jason Stoltenberg,0,0,0
Rolf Stoltenberg,0,0,0
Femke Stoltenborg,0,0,0
Ieroklis Stoltidis,0,0,0
Conrad Willem Stoltz,0,0,0
Frank Roland Stoltz,0,1,0
Boris Vasilyevich Stolyarov,0,0,0
Valery Viktorovich Stolyarov,0,0,1
Yekaterina Andreyevna Stolyarova,0,0,0
Vladimir Nikolayevich Stolypin,0,0,0
Barbara Stolz (Dix-),0,0,0
Karsten Stolz,0,0,0
Evelyn Stolze (-Rund),0,0,0
Fritz Stolze,0,1,0
Karl-August Stolze,0,0,0
Alena Stolzov (-Hltscherov),0,0,0
Saulius tombergas,0,0,2
Bernhard Stomporowski,0,0,0
Andrew Murray Stone,0,0,0
Arnold Vincent Stone,0,0,0
Brandon Michael Stone,0,0,0
"Curtis Charles ""Curt"" Stone",0,0,0
"Andrew Hashbrauck ""Drew"" Stone",0,0,0
"Genevra ""Gevvie"" Stone",0,1,0
"Joanna ""Jo"" Stone (-Nixon)",0,0,0
Kylie Anne Stone (McCall-),0,0,0
Margaret Annice Stone (-Donato),0,0,0
Nelson Stone,0,0,0
"Penelope Marie ""Penny"" Stone",0,0,0
Richard Charles Stone,0,0,0
"Robert Alan ""Rob"" Stone",0,0,0
Sarmte Stone,0,0,0
Crew Hadlett Stoneley,0,1,0
Dwight Edwin Stones,0,0,2
Casey Jean Stoney,0,0,0
Clementine Stoney,0,0,0
William Stoney,0,0,0
"Stanislovas ""Stasys"" Stonkus",0,2,0
"Kristina Farrar ""Kris"" Stookey",0,0,0
Louis Stoop,0,1,0
Martina Stoop,0,0,0
Alfonso Stoopen Reyes,0,0,0
Jan Stopczyk,0,0,0
Joseph Thomas Sarsfield Stopford,0,0,0
"Viktoriya Ivanivna ""Vita"" Stopina",0,0,1
Czesawa Stopka,0,0,0
Jzef Stopka,0,0,0
"Alida Elisabeth ""Lidy"" Stoppelman",0,0,0
Hestrie Storbeck-Cloete (-Els),0,2,0
Karl Konrad Storch,0,1,0
Erik Storck,0,0,0
Beta Storczer (-Martinek),0,0,0
Larry Delray Stordahl,0,0,0
Joseph Stordeur,0,0,0
Signe Marie Fidje Store,0,0,0
Kjell Storelid,0,2,0
"Robert Hargan ""Bob"" Storey",0,0,0
Brian Storey,0,0,0
Doris Storey (-Quarmby),0,0,0
John Storey,0,0,0
"Samuel ""Sam"" Storey",0,0,0
Stuart Ellis Storey,0,0,0
Evfemija torga,0,0,0
ge Storhaug,0,0,0
Hermann Albert Stork,0,0,1
Irina tork,0,0,0
Jaroslav tork (-ofka),0,0,0
David Storl,0,1,0
Lene Glesen Storlkken,0,0,0
"James Eugene ""Jim"" Storm",0,1,0
"Michael Earle ""Mike"" Storm",0,1,0
Rolf Edvard Storm,0,0,0
Simone Storm,0,0,0
"Timothy ""Tim"" Storm",0,0,0
Rochelle Anne Stormont (-Yoakley),0,0,0
Anne Grethe Stormorken,0,0,0
Marie Pauline Julia Storms (Puissant-),0,0,0
Rginald Frdric Beaufoy Storms,0,2,0
Mykhailo Mykhailovych Storozhenko,0,0,0
Stephanie Storp,0,0,0
Nancy Hitchcock Storrs,0,0,0
"Elizabeth Louise ""Beth"" Storry",0,0,1
"Alf Bertel ""Bebbe"" Storskrubb",0,0,0
Rolf Storsveen,0,1,0
Ccile Storti,0,0,0
"Alexander ""Alex"" Story",0,0,0
"Joseph Bradley ""Joe"" Story",0,0,0
"Werner ""Harry"" Storz",0,1,0
Erich Stoschek,0,0,0
Sebastian Stoss,0,0,0
Samantha Jane Stosur,0,0,0
Arthur Harling Stott,0,0,0
George Henry Stott,0,0,0
Niall Craig Stott,0,0,0
Philippe Stott,0,0,0
Rebekah Ashley Stott,0,0,0
Horst Stottmeister,0,0,0
Amar'e Carsares Stoudemire,0,0,1
Eric Stoupel,0,0,0
Vasilios Stournaras,0,0,0
"Robert H. ""Bob"" Stout",0,0,0
"Jennifer Elaine ""Jenny"" Stoute (-Regis)",0,0,1
Michael Clifford Stoute,0,0,0
"William Gilbert ""Gil"" Stovall",0,0,0
Nira Stove (-Windeatt),0,0,0
Juno Jean Pope Stover-Irwin (-Cox),0,1,1
Johannes Franciscus Stovers,0,0,0
Vilibald ovk,0,1,0
Hermann Stowasser,0,0,0
Angel Metodiev Stoyanov,0,0,0
Angel Stoyanov,0,0,0
Blagovest Nikolov Stoyanov,0,0,1
